sample_887	sample_257	sample_377	sample_594	sample_220	sample_352	sample_266	sample_665	sample_986	sample_699	sample_593	sample_111	sample_88	sample_446	sample_267	sample_188	sample_973	sample_325	sample_211	sample_660	sample_901	sample_116	sample_669	sample_588	sample_358	sample_215	sample_76	sample_265	sample_46	sample_182	sample_936	sample_546	sample_280	sample_994	sample_262	sample_15	sample_978	sample_828	sample_423	sample_899	sample_898	sample_792	sample_734	sample_242	sample_49	sample_644	sample_61	sample_837	sample_443	sample_469	sample_808	sample_954	sample_195	sample_789	sample_557	sample_194	sample_632	sample_860	sample_886	sample_841	sample_34	sample_780	sample_334	sample_387	sample_612	sample_433	sample_798	sample_793	sample_246	sample_166	sample_183	sample_44	sample_498	sample_293	sample_866	sample_929	sample_278	sample_778	sample_630	sample_795	sample_140	sample_829	sample_673	sample_732	sample_59	sample_83	sample_613	sample_646	sample_180	sample_200	sample_809	sample_471	sample_979	sample_518	sample_87	sample_714	sample_411	sample_722	sample_512	sample_289	sample_786	sample_28	sample_404	sample_122	sample_238	sample_64	sample_31	sample_730	sample_131	sample_696	sample_843	sample_909	sample_707	sample_317	sample_441	sample_721	sample_277	sample_344	sample_189	sample_713	sample_400	sample_604	sample_154	sample_38	sample_904	sample_508	sample_436	sample_442	sample_233	sample_692	sample_870	sample_10	sample_602	sample_158	sample_307	sample_631	sample_424	sample_519	sample_305	sample_354	sample_955	sample_376	sample_229	sample_524	sample_231	sample_385	sample_218	sample_657	sample_142	sample_248	sample_641	sample_148	sample_663	sample_435	sample_548	sample_906	sample_896	sample_306	sample_514	sample_201	sample_664	sample_872	sample_757	sample_768	sample_988	sample_737	sample_788	sample_831	sample_827	sample_879	sample_802	sample_349	sample_958	sample_703	sample_525	sample_473	sample_197	sample_645	sample_848	sample_946	sample_147	sample_234	sample_396	sample_920	sample_564	sample_626	sample_764	sample_401	sample_310	sample_228	sample_796	sample_409	sample_239	sample_323	sample_146	sample_987	sample_969	sample_889	sample_448	sample_515
taxon_143	23555075	5398038	1962923	3435115	9814615	1472192	4907307	10796076	7360961	13249730	2453654	981461	981461	5398038	5888769	10305345	10796076	5888769	1472192	490731	24045806	981461	9814615	2453654	2944384	18647768	21101421	981461	2944384	21101421	4416577	2453654	981461	1472192	3925846	1962923	490731	2944384	981461	2944384	3925846	14231191	29443844	3925846	3925846	0	17175575	0	5888769	4416577	1962923	1472192	6870230	1472192	2944384	16684845	5888769	8342422	2453654	15212653	490731	0	1472192	3925846	25517998	3435115	490731	490731	3435115	14231191	12758999	1472192	1472192	4907307	1962923	10796076	14231191	981461	2453654	1962923	12758999	3925846	3435115	490731	0	13740460	25027267	16194114	0	5398038	9814615	2944384	4907307	1962923	15212653	0	1962923	1962923	4416577	4907307	14231191	0	0	1472192	6379499	981461	14721922	13740460	2944384	5398038	2453654	11777537	981461	14721922	2944384	0	21592152	3435115	43675035	981461	6870230	1962923	1472192	13249730	5888769	8342422	1472192	2453654	2944384	18157037	30916036	981461	2453654	3435115	0	16194114	12268268	9323884	981461	0	6379499	7360961	3925846	0	12268268	6379499	3435115	6379499	981461	3435115	21592152	1472192	7360961	1962923	28953113	3435115	8833153	2453654	1472192	4907307	7360961	11286807	1472192	12758999	490731	981461	1962923	21101421	1472192	11777537	5398038	2944384	8342422	4907307	490731	490731	6870230	490731	0	17175575	7851692	1472192	0	10305345	2453654	6870230	3925846	6379499	12758999	4907307	0	490731	9814615	1962923	2944384	0	2453654	34351151	9323884	8833153
taxon_32	50698999	0	0	68898640	27299461	45499102	1299974	11699769	7799846	20799589	5199897	6499872	6499872	10399795	2599949	28599435	45499102	3899923	1299974	2599949	2599949	0	32499359	3899923	5199897	3899923	27299461	6499872	24699512	45499102	7799846	32499359	5199897	2599949	11699769	3899923	6499872	0	1299974	7799846	33799333	24699512	15599692	3899923	11699769	7799846	19499615	2599949	5199897	22099564	10399795	1299974	9099820	5199897	1299974	19499615	29899410	22099564	5199897	11699769	7799846	0	2599949	0	14299718	44199128	0	2599949	6499872	44199128	18199641	7799846	3899923	36399282	1299974	27299461	37699256	2599949	11699769	1299974	23399538	6499872	5199897	0	1299974	18199641	27299461	1299974	5199897	11699769	11699769	44199128	23399538	11699769	3899923	19499615	12999743	20799589	31199384	2599949	16899666	2599949	2599949	0	5199897	6499872	14299718	20799589	2599949	1299974	0	20799589	3899923	28599435	12999743	32499359	25999487	19499615	35099307	9099820	2599949	7799846	1299974	23399538	24699512	22099564	6499872	2599949	5199897	12999743	27299461	6499872	6499872	72798563	36399282	27299461	10399795	74098537	14299718	1299974	2599949	62398768	2599949	2599949	9099820	22099564	5199897	16899666	2599949	7799846	32499359	25999487	38999230	10399795	24699512	41599179	0	9099820	6499872	11699769	41599179	23399538	1299974	12999743	1299974	7799846	0	35099307	3899923	2599949	1299974	5199897	19499615	54598922	1299974	6499872	24699512	3899923	7799846	18199641	12999743	6499872	0	6499872	12999743	11699769	10399795	2599949	27299461	2599949	5199897	5199897	9099820	2599949	2599949	1299974	6499872	32499359	7799846	7799846
taxon_245	22901724	3816954	0	3816954	13359339	19084770	0	24810201	22901724	17176293	5725431	0	0	13359339	0	47711926	3816954	0	1908477	0	15267816	1908477	11450862	7633908	0	5725431	5725431	0	26718678	9542385	7633908	26718678	0	3816954	3816954	1908477	0	5725431	0	1908477	19084770	95423851	40078018	1908477	1908477	1908477	13359339	1908477	9542385	0	1908477	7633908	1908477	1908477	1908477	11450862	17176293	34352586	0	3816954	3816954	1908477	5725431	0	24810201	0	3816954	1908477	5725431	1908477	19084770	0	9542385	1908477	1908477	45803449	38169541	0	1908477	7633908	40078018	3816954	0	1908477	0	38169541	40078018	9542385	0	30535632	20993247	17176293	5725431	3816954	3816954	0	0	7633908	9542385	1908477	30535632	0	3816954	0	1908477	0	30535632	28627155	0	0	1908477	13359339	0	30535632	1908477	9542385	7633908	5725431	15267816	1908477	0	1908477	0	0	43894972	22901724	1908477	1908477	1908477	26718678	22901724	0	26718678	0	1908477	15267816	59162788	3816954	5725431	0	1908477	49620403	7633908	0	28627155	9542385	5725431	28627155	3816954	11450862	22901724	13359339	24810201	0	20993247	7633908	9542385	19084770	0	3816954	22901724	36261063	0	19084770	0	0	1908477	5725431	3816954	9542385	3816954	7633908	22901724	5725431	1908477	7633908	1908477	15267816	0	17176293	9542385	3816954	1908477	17176293	19084770	3816954	1908477	5725431	11450862	0	0	0	26718678	1908477	5725431	0	1908477	55345834	3816954	7633908
taxon_254	11480936	2649447	0	0	32676511	39741703	7065192	9714638	28260766	30027064	0	0	1766298	13247234	1766298	52988937	14130383	883149	4415745	883149	3532596	7948341	883149	2649447	883149	12364085	8831490	1766298	14130383	1766298	4415745	1766298	3532596	1766298	0	1766298	0	0	0	7065192	7065192	40624852	67119320	2649447	10597787	0	5298894	0	10597787	0	7065192	5298894	1766298	883149	883149	33559660	22961873	25611320	883149	0	0	883149	3532596	883149	3532596	0	883149	11480936	0	15896681	9714638	0	883149	10597787	883149	39741703	22078724	0	21195575	2649447	6182043	0	1766298	3532596	0	8831490	19429277	3532596	7948341	25611320	4415745	3532596	8831490	13247234	1766298	2649447	0	883149	9714638	883149	5298894	0	11480936	0	7948341	883149	66236171	39741703	0	0	4415745	6182043	1766298	14130383	16779830	16779830	17662979	2649447	26494469	7065192	883149	1766298	883149	15013532	18546128	6182043	10597787	883149	0	44157448	18546128	3532596	9714638	4415745	3532596	14130383	21195575	6182043	7948341	0	0	9714638	8831490	7065192	15896681	5298894	7065192	23845022	1766298	11480936	26494469	16779830	9714638	4415745	9714638	33559660	14130383	13247234	883149	1766298	883149	10597787	883149	10597787	1766298	883149	883149	13247234	883149	2649447	0	5298894	18546128	7948341	1766298	1766298	0	7948341	883149	22961873	7948341	0	883149	11480936	10597787	3532596	10597787	0	6182043	0	3532596	1766298	17662979	1766298	7948341	0	5298894	92730640	1766298	1766298
taxon_185	1787079	388495	1010088	699292	6215926	2020176	854690	4584246	2175574	1165486	233097	466194	699292	543894	854690	1864778	1398583	466194	854690	466194	4040352	699292	1709380	77699	155398	2486370	2408671	155398	3729556	1787079	543894	543894	543894	77699	2486370	0	77699	233097	233097	932389	3807255	3030264	1553982	233097	1942477	310796	2486370	233097	3030264	3962653	1709380	310796	1864778	621593	310796	2564070	1320884	1476282	699292	2486370	466194	77699	77699	310796	2253273	1476282	155398	699292	466194	2797167	699292	310796	310796	155398	699292	2564070	5594334	699292	1787079	310796	699292	0	310796	543894	0	1864778	2408671	1320884	310796	2097875	543894	1320884	2719468	932389	2564070	388495	310796	77699	1087787	310796	1165486	233097	77699	77699	2408671	310796	1010088	2719468	155398	233097	310796	2486370	233097	155398	310796	2797167	388495	2408671	2486370	621593	388495	621593	233097	1165486	1787079	1709380	310796	0	155398	2097875	1243185	776991	932389	2641769	932389	1165486	2874866	1165486	1398583	233097	155398	155398	543894	0	932389	1553982	0	1787079	155398	1010088	3185662	155398	1631681	3962653	1243185	1787079	2564070	1320884	233097	77699	1398583	621593	854690	621593	233097	77699	77699	2564070	155398	310796	0	1165486	1476282	1398583	1553982	233097	3030264	2253273	0	621593	1243185	543894	932389	3651857	3807255	1864778	1631681	0	621593	388495	388495	466194	1787079	388495	1010088	155398	155398	1243185	2797167	1787079
taxon_36	235007610	143615762	19583968	698494841	1103230170	698494841	241535599	1240317943	221951632	456959242	65279892	97919838	6527989	195839675	221951632	313343480	711550820	300287502	13055978	0	13055978	130559783	580991036	763774733	19583968	78335870	1116286148	45695924	1246845932	1077118213	26111957	391679350	65279892	261119567	319871469	104447827	13055978	156671740	32639946	561407069	300287502	868222560	1671165228	91391848	404735329	110975816	620158971	71807881	678910874	502655166	378623372	110975816	411263318	104447827	182783697	1148926094	248063589	1299069845	124031794	470015220	124031794	163199729	372095383	71807881	561407069	78335870	45695924	39167935	313343480	300287502	1638525282	52223913	176255708	26111957	71807881	345983426	248063589	150143751	685438863	143615762	248063589	84863859	78335870	176255708	189311686	456959242	215423643	202367664	104447827	528767123	189311686	770302722	815998646	1566717401	509183155	45695924	58751903	130559783	215423643	189311686	267647556	19583968	176255708	143615762	332927448	352511415	39167935	737662776	19583968	52223913	91391848	1057534246	110975816	2193404362	78335870	254591578	1912700827	1018366311	352511415	104447827	110975816	45695924	71807881	874750549	228479621	1403517672	117503805	78335870	352511415	189311686	1436157618	19583968	848638592	1155454083	274175545	548351090	502655166	1377405715	215423643	189311686	97919838	1155454083	78335870	97919838	979198376	378623372	6527989	1338237780	19583968	84863859	639742939	691966852	953086419	815998646	665854896	613630982	842110603	293759513	84863859	117503805	176255708	672382885	110975816	352511415	19583968	326399459	97919838	443903264	0	567935058	163199729	391679350	1292541856	822526636	235007610	97919838	580991036	58751903	65279892	548351090	228479621	215423643	78335870	1024894300	274175545	789886690	84863859	124031794	574463047	254591578	169727718	104447827	815998646	195839675	26111957	32639946	58751903	855166581	424319296	1312125824
taxon_241	4295099	780927	0	0	2342781	1952318	1171391	8590198	2342781	2733245	1171391	1171391	0	1952318	780927	8980661	3514172	0	0	0	3123708	0	3514172	390464	0	1171391	390464	390464	4685562	1171391	0	3904635	0	390464	1171391	0	0	780927	0	390464	5076026	23427812	5076026	0	1952318	0	5466490	2342781	2733245	390464	780927	1561854	4295099	780927	390464	5466490	3123708	11713906	780927	1561854	780927	0	0	0	2733245	1171391	0	2342781	390464	1171391	1952318	780927	0	1171391	1952318	7809271	9761589	0	1952318	3514172	2733245	1952318	390464	0	0	7809271	5076026	390464	1952318	4295099	2733245	4685562	2342781	780927	390464	390464	0	780927	3123708	390464	1561854	2342781	1171391	0	1171391	390464	1952318	5856953	0	0	0	5466490	0	390464	390464	1171391	390464	3123708	5076026	3123708	1171391	0	0	0	12104370	2342781	1561854	390464	1561854	14056687	390464	1171391	1171391	780927	390464	2733245	8199734	1171391	780927	0	1561854	7028344	390464	780927	1561854	1171391	0	5076026	0	0	10152052	1171391	5076026	0	6247417	0	3514172	0	0	780927	3123708	3123708	0	7809271	0	1561854	1171391	0	0	390464	1561854	780927	5076026	4295099	780927	780927	0	1952318	0	4685562	1561854	2342781	2733245	16399469	1952318	2342781	390464	0	0	0	0	0	2342781	1171391	390464	0	1171391	5856953	1952318	2342781
taxon_258	2048758	1384296	996693	7585942	5869415	5814043	1107437	10188419	12569408	2325617	2104130	1328924	221487	1661155	1328924	6257018	7973545	775206	609090	1162809	664462	1716527	3488426	332231	276859	4042145	6921480	2602477	7807430	19767748	1495040	2270246	664462	719834	775206	276859	0	1661155	387603	17885105	6921480	6644621	8471892	332231	8361148	1052065	16833040	442975	2104130	8361148	2990080	3599170	0	830578	3876029	3543798	7419827	1716527	1882643	13344614	221487	3820657	1495040	1661155	2214874	4595863	941321	1827271	553718	7309083	9025610	1384296	996693	4817350	1882643	1938014	6312390	1605783	6921480	221487	2491733	885949	442975	719834	775206	7309083	2990080	1771899	830578	6423134	8250405	9302470	11738831	1605783	4097516	0	1328924	553718	4817350	1605783	10243791	442975	3266939	1716527	5149581	1107437	9911560	4429747	387603	664462	830578	20266094	1107437	2934708	1993386	3322311	2214874	11406600	3599170	442975	1771899	276859	55372	941321	9357841	2436361	1384296	553718	1328924	4651235	6146275	387603	13067755	7419827	3709913	8693379	18604939	2491733	1771899	1218181	2491733	14452051	1882643	1218181	11628087	4817350	166116	1439668	1938014	996693	9690072	6589249	3211567	8305776	20044607	3820657	2491733	9523957	498347	1495040	5980159	1827271	885949	2657848	1771899	553718	442975	3986773	719834	9136354	1107437	3322311	3986773	1827271	1107437	1384296	5869415	1052065	0	9357841	7475199	2048758	1328924	5703300	5094210	3211567	3876029	609090	4540491	387603	1495040	609090	2547105	2048758	719834	609090	1273552	3931401	7641314	5260325
taxon_247	1649850	164985	329970	494955	4124625	3959640	1649850	247478	2722253	824925	412463	0	0	1897328	577448	989910	82493	329970	989910	0	2144805	329970	164985	2227298	0	907418	2474775	0	1732343	412463	82493	2474775	164985	82493	1649850	247478	82493	907418	0	2557268	2722253	10559040	824925	0	247478	329970	659940	82493	2309790	164985	247478	1237388	494955	989910	494955	1484865	4537088	10064085	247478	412463	82493	82493	247478	742433	2392283	247478	247478	577448	247478	164985	2144805	247478	577448	659940	577448	3052223	2227298	329970	412463	329970	3712163	164985	247478	494955	0	2557268	12043905	1649850	412463	3547178	2144805	3134715	1732343	2144805	742433	164985	82493	164985	824925	82493	2309790	82493	412463	659940	577448	329970	2227298	5279520	0	164985	82493	1567358	82493	577448	494955	3877148	247478	3052223	2557268	659940	247478	0	329970	1072403	5362013	1072403	329970	412463	0	2309790	2309790	0	659940	82493	1897328	1237388	4619580	1319880	329970	82493	0	5444505	1237388	82493	1567358	659940	247478	4207118	247478	412463	2474775	5279520	1897328	82493	3712163	824925	3299700	907418	164985	494955	412463	1484865	164985	1072403	247478	0	577448	1237388	0	82493	247478	1237388	3134715	2887238	494955	1567358	0	1649850	0	2392283	4124625	329970	1072403	3134715	742433	3794655	0	412463	6104445	164985	0	247478	2639760	412463	164985	0	412463	5609490	164985	164985
taxon_188	17578517	0	0	28878992	43946293	23856559	13811692	25112167	138116920	13811692	5022433	0	1255608	7533650	8789259	25112167	22600951	10044867	3766825	0	8789259	7533650	84125760	15067300	0	7533650	59013593	5022433	23856559	48968726	2511217	12556084	6278042	2511217	51479943	7533650	13811692	1255608	0	10044867	20089734	45201901	36412643	0	11300475	12556084	10044867	13811692	40179468	22600951	8789259	16322909	67802852	1255608	3766825	37668251	70314068	48968726	1255608	5022433	0	8789259	0	2511217	113004753	13811692	1255608	8789259	2511217	13811692	8789259	3766825	8789259	1255608	3766825	55246768	25112167	1255608	13811692	23856559	6278042	12556084	0	0	8789259	25112167	31390209	7533650	21345342	6278042	16322909	28878992	20089734	43946293	1255608	0	1255608	3766825	1255608	0	3766825	7533650	1255608	11300475	3766825	5022433	18834125	45201901	0	3766825	0	28878992	0	13811692	0	8789259	37668251	10044867	23856559	5022433	1255608	1255608	13811692	5022433	87892586	20089734	11300475	18834125	6278042	57757985	74080894	6278042	25112167	20089734	16322909	18834125	18834125	11300475	6278042	6278042	20089734	15067300	1255608	0	12556084	7533650	0	31390209	10044867	11300475	16322909	22600951	13811692	0	22600951	20089734	11300475	30134601	1255608	0	27623384	10044867	1255608	10044867	5022433	2511217	0	85381369	1255608	10044867	1255608	17578517	25112167	13811692	1255608	11300475	10044867	7533650	0	25112167	0	10044867	8789259	1255608	62780418	8789259	33901426	0	8789259	5022433	0	2511217	37668251	10044867	3766825	1255608	1255608	26367776	6278042	2511217
taxon_123	2111860	1928220	1423210	3443249	1744580	3764619	1928220	5256694	1721625	2685735	4751684	3351429	1928220	1928220	1560940	3190744	1813445	1377300	4361449	1744580	1905265	4889414	2180725	5371469	3558024	3190744	2892330	4108944	964110	1652760	4085989	5279649	3558024	1675715	1652760	3580979	4246674	2777555	1308435	3351429	3259609	1790490	4017124	4269629	1997085	3718709	2548005	3420294	1285480	2249590	2915285	2295500	2295500	3603934	1055930	3466204	3948259	6794679	1308435	3190744	803425	3535069	2456185	1675715	3443249	4682819	3466204	2249590	2823465	4040079	4361449	4040079	2846420	1974130	2731645	3121879	2272545	1928220	5830569	3672799	3512114	2226635	1836400	2777555	2065950	4935324	3213699	6771724	1652760	1951175	2272545	2754600	2502095	849335	2961195	2823465	1721625	1537985	1170705	1652760	4085989	2570960	2502095	1721625	3259609	3948259	1537985	2915285	3879394	4338494	711605	3167789	2318455	2479140	2754600	3718709	2754600	3718709	4269629	3397339	1997085	2111860	2295500	4590999	1446165	3144834	1951175	2364365	1974130	1997085	4682819	4315539	2249590	5004189	7093094	2272545	3397339	2180725	6725814	4154854	2708690	4177809	2042995	2042995	3305519	3328474	3236654	1331390	2502095	3121879	1744580	1147750	3282564	1836400	2915285	3007105	4430314	2525050	1859355	3443249	2111860	2020040	4820549	2272545	2226635	3007105	2915285	2616870	2685735	2892330	4338494	1951175	2570960	4177809	3718709	4384404	2525050	4499179	4499179	2685735	1905265	1997085	2180725	1836400	2203680	2157770	3351429	1813445	2387320	2754600	2662780	3443249	2961195	3328474	1010020	2662780	2295500	2846420	3328474	3305519
taxon_235	3569839	419981	314986	1259943	3674834	2624881	1574929	10079545	3884825	6299715	314986	2939867	1154948	2729877	629972	2624881	11969459	3149858	314986	1679924	1994910	3044862	209991	3044862	524976	8084635	1574929	104995	9869554	3884825	209991	6404711	209991	1469934	2519886	209991	314986	209991	0	9554568	18584161	16799241	30028644	104995	8399621	1364938	7139678	944957	419981	104995	1679924	1784919	629972	734967	839962	3044862	8084635	8189630	734967	4514796	209991	3254853	0	314986	3254853	5039772	1469934	1364938	104995	104995	5564749	1889915	734967	1574929	1259943	3044862	5774739	209991	7979640	3674834	12284445	944957	1259943	2729877	0	5669744	1154948	1049953	209991	10604521	839962	1259943	629972	4829782	3149858	104995	1049953	1154948	3149858	1784919	5039772	419981	1154948	1259943	14069365	5669744	4934777	11549478	314986	1049953	2204900	3464843	0	2099905	839962	7769649	11129497	2099905	16799241	4094815	944957	0	524976	734967	11444483	734967	1364938	2624881	1469934	6194720	209991	839962	7349668	3044862	419981	104995	16799241	629972	12914417	314986	419981	7874644	0	0	10604521	2309896	839962	1049953	3359848	4514796	5039772	2099905	14489346	1784919	3779829	3674834	14069365	1364938	314986	1679924	2309896	9869554	0	3359848	0	944957	734967	629972	0	4619791	104995	7769649	27613753	12914417	7349668	2624881	944957	209991	1049953	13439393	5354758	314986	314986	5774739	6299715	1889915	1889915	839962	1154948	629972	944957	1364938	7034682	419981	314986	314986	1784919	11549478	419981	8609611
taxon_81	3411	609	853	487	122	3532	1096	1340	1462	2314	609	0	974	244	609	2802	974	0	244	0	487	365	3045	1583	244	1949	244	487	5359	731	487	4994	122	487	731	0	0	609	0	122	2436	10110	1218	122	731	853	609	365	1096	244	2923	2436	974	244	1218	1827	365	13642	122	122	0	122	974	487	1705	0	609	244	0	974	3654	244	365	609	1949	7065	1949	244	0	122	1462	365	0	0	244	3289	2192	0	974	1218	4263	1583	487	1096	0	122	0	3167	3045	487	853	0	974	244	2192	0	1096	3898	0	244	0	2192	609	2802	731	1949	853	974	3411	609	122	0	365	365	1462	3167	853	122	1096	2192	2314	244	1218	0	2314	974	1705	853	4750	122	487	1218	609	0	2314	3167	365	731	0	853	4872	1583	2314	244	3411	1462	974	487	122	609	1705	2802	244	2923	0	0	244	0	974	2314	0	244	3289	1218	122	1096	3289	122	0	3776	2558	974	487	1096	1583	1583	122	122	609	609	0	487	6943	365	122	365	365	11937	487	853
taxon_177	77495234	2348340	2348340	2348340	225440681	112720340	9393362	9393362	37573447	72798553	4696681	14090043	11741702	140900425	16438383	234834042	23483404	9393362	0	0	25831745	18786723	7045021	0	18786723	28180085	68101872	7045021	25831745	35225106	14090043	103326979	21135064	7045021	7045021	0	2348340	30528425	0	65753532	133855404	307632595	396869531	0	18786723	0	105675319	4696681	2348340	25831745	91585276	44618468	54011830	14090043	7045021	39921787	61056851	197260595	4696681	2348340	0	7045021	2348340	11741702	4696681	28180085	16438383	16438383	4696681	44618468	157338808	4696681	18786723	56360170	2348340	328767659	49315149	0	65753532	11741702	18786723	4696681	32876766	16438383	35225106	79843574	122113702	16438383	32876766	23483404	44618468	82191915	18786723	30528425	9393362	21135064	0	14090043	93933617	9393362	58708511	0	4696681	2348340	82191915	7045021	7045021	108023659	16438383	4696681	4696681	9393362	7045021	46966808	54011830	70450213	44618468	11741702	84540255	46966808	7045021	21135064	0	0	192563915	30528425	4696681	4696681	2348340	126810383	30528425	11741702	9393362	21135064	14090043	77495234	70450213	14090043	11741702	11741702	2348340	42270128	7045021	11741702	30528425	0	4696681	169080510	2348340	23483404	11741702	44618468	82191915	7045021	49315149	42270128	105675319	281800851	4696681	25831745	28180085	63405191	11741702	84540255	4696681	2348340	25831745	75146894	28180085	21135064	16438383	2348340	37573447	44618468	2348340	25831745	46966808	2348340	2348340	79843574	25831745	2348340	23483404	70450213	30528425	7045021	65753532	2348340	185518893	21135064	4696681	0	89236936	4696681	14090043	7045021	16438383	65753532	9393362	28180085
taxon_31	253128	0	112501	253128	84376	196878	84376	1237516	168752	28125	28125	196878	0	112501	28125	140627	281254	28125	0	84376	225003	478131	84376	225003	0	3150040	112501	0	84376	393755	56251	1293766	112501	84376	140627	168752	0	140627	56251	253128	28125	1209390	1968775	0	421880	225003	56251	0	1490644	84376	196878	28125	168752	337504	365630	3318792	196878	168752	140627	618758	28125	28125	84376	84376	421880	196878	0	140627	56251	281254	56251	0	478131	28125	28125	140627	0	140627	365630	28125	956262	56251	28125	421880	84376	703134	1378143	2334405	0	1321892	703134	140627	562507	759385	843761	112501	0	0	309379	168752	787510	225003	140627	196878	0	28125	703134	731259	112501	28125	140627	337504	28125	562507	506256	1040638	281254	731259	112501	56251	0	168752	28125	309379	2700034	225003	0	112501	140627	759385	590633	84376	703134	534382	731259	450006	843761	365630	56251	337504	0	450006	281254	84376	534382	365630	365630	590633	112501	0	703134	365630	28125	28125	450006	196878	956262	281254	28125	0	112501	365630	168752	309379	84376	0	112501	56251	56251	225003	28125	225003	140627	759385	112501	84376	140627	1378143	56251	28125	618758	196878	0	281254	506256	984388	28125	56251	365630	28125	0	56251	1012513	0	0	28125	28125	590633	1350017	646883
taxon_223	41546358	12219517	0	58653682	29326841	36658551	14663420	85536619	65985392	26882937	7331710	4887807	14663420	19551227	2443903	7331710	48878068	4887807	26882937	19551227	136858591	4887807	61097585	31770744	0	12219517	7331710	4887807	39102455	14663420	14663420	19551227	2443903	29326841	29326841	12219517	9775614	2443903	9775614	19551227	12219517	29326841	2443903	48878068	51321972	0	7331710	7331710	80648812	17107324	14663420	17107324	4887807	4887807	2443903	34214648	14663420	87980523	19551227	36658551	29326841	0	7331710	9775614	48878068	68429295	0	7331710	4887807	14663420	19551227	4887807	2443903	21995131	7331710	0	51321972	21995131	2443903	7331710	70873199	17107324	14663420	2443903	0	48878068	12219517	9775614	0	92868330	48878068	2443903	41546358	100200040	34214648	0	0	4887807	61097585	2443903	9775614	4887807	17107324	17107324	58653682	46434165	46434165	19551227	7331710	12219517	0	73317102	24439034	53765875	9775614	43990261	12219517	65985392	46434165	2443903	4887807	2443903	7331710	95312233	12219517	63541489	12219517	2443903	24439034	12219517	85536619	9775614	183292756	73317102	73317102	136858591	102643943	34214648	17107324	12219517	2443903	75761006	12219517	12219517	48878068	109975653	19551227	36658551	9775614	9775614	87980523	26882937	34214648	48878068	31770744	2443903	48878068	24439034	17107324	17107324	34214648	107531750	2443903	31770744	2443903	9775614	7331710	19551227	0	48878068	0	61097585	68429295	51321972	12219517	9775614	0	17107324	4887807	9775614	97756136	9775614	17107324	70873199	34214648	34214648	24439034	9775614	34214648	0	9775614	14663420	51321972	7331710	2443903	12219517	4887807	39102455	46434165	36658551
taxon_292	524840162	116631147	126350409	179806352	437366802	53455942	43736680	111771516	87473360	417928277	92332991	0	29157787	72894467	68034836	184665983	43736680	38877049	19438525	9719262	515120900	4859631	63175205	34017418	0	456805326	82613729	19438525	140929303	29157787	170087090	24298156	19438525	82613729	53455942	24298156	24298156	38877049	14578893	106911885	534559424	694927252	281858606	34017418	106911885	72894467	340174179	4859631	544278687	262420081	38877049	29157787	199244876	53455942	34017418	199244876	252700819	189525614	53455942	699786883	24298156	77754098	14578893	4859631	82613729	131210041	9719262	63175205	43736680	145788934	315876023	34017418	106911885	92332991	48596311	68034836	247841188	53455942	102052254	19438525	77754098	43736680	9719262	48596311	4859631	714365776	500542006	242981557	19438525	121490778	539419055	179806352	126350409	184665983	92332991	106911885	19438525	106911885	140929303	121490778	77754098	4859631	24298156	0	189525614	9719262	242981557	72894467	63175205	19438525	53455942	29157787	68034836	87473360	77754098	393630122	121490778	150648565	359612704	9719262	29157787	4859631	24298156	102052254	213823770	218683401	24298156	34017418	58315574	427647539	82613729	14578893	34017418	9719262	184665983	612313522	106911885	335314548	427647539	14578893	34017418	194385245	29157787	38877049	233262294	68034836	0	43736680	53455942	29157787	208964139	43736680	0	97192623	155508196	34017418	238121925	330454917	9719262	29157787	72894467	345033810	43736680	97192623	102052254	24298156	14578893	345033810	53455942	106911885	68034836	267279712	364472335	345033810	38877049	34017418	276998974	68034836	38877049	466524588	170087090	14578893	14578893	97192623	223543032	121490778	349893441	29157787	213823770	63175205	4859631	48596311	204104507	29157787	29157787	29157787	63175205	82613729	92332991	111771516
taxon_231	641082	320541	0	1282164	5128654	3846491	801352	3525950	1762975	320541	1282164	320541	641082	3365679	160270	4167032	801352	160270	0	320541	961623	480811	1442434	320541	320541	961623	480811	320541	2243786	160270	480811	2243786	801352	320541	320541	0	160270	641082	0	3205409	2724598	8975145	5609466	160270	1442434	320541	160270	320541	961623	320541	1282164	961623	2724598	1602705	1442434	2404057	2884868	5769736	160270	961623	0	0	2243786	1923245	1602705	801352	0	0	2083516	801352	2884868	160270	1282164	641082	160270	8494334	3686220	160270	3686220	961623	1923245	160270	160270	0	0	3205409	961623	1282164	480811	6250548	1923245	1762975	961623	1602705	3045139	1282164	160270	320541	5769736	1121893	3365679	0	320541	160270	801352	320541	3686220	3205409	160270	320541	160270	480811	961623	4968384	1121893	2884868	801352	160270	9295686	641082	641082	320541	0	0	5449195	7212170	801352	801352	320541	4487573	1282164	2724598	1762975	1282164	2724598	160270	3846491	801352	641082	0	0	641082	1762975	1602705	961623	801352	160270	3525950	320541	1602705	1923245	320541	12020284	641082	6571089	0	1923245	3045139	1121893	320541	160270	25162461	0	961623	0	160270	1762975	801352	320541	1602705	0	801352	8494334	1923245	480811	160270	961623	7212170	0	320541	3365679	480811	160270	1602705	9616227	801352	1923245	480811	0	0	160270	0	961623	160270	320541	320541	480811	4487573	1923245	1121893
